organisationunitid,uid,mflcode,facility,level,ward_uid,ward,subcounty_uid,subcounty,county_uid,county
87449055,TThiTc1l7j6,28955,Growth Changer Health Center,5,Nt7PPe0Vdou,Imara Daima Ward,aDp1odOWYC1,Embakasi South Sub County,jkG3zaihdSs,Nairobi County
87455820,x35iK31xVO9,28966,Canaan Terter Medical Clinic,5,x8gYdLEuy5Y,El-barta Ward,E2DGjZRlwbY,Samburu North Sub County,o36zCRjSd4G,Samburu County
87461803,FePNyVVo8uo,28968,Mombasa Breeze Hospital,5,i1bANekmIzQ,Majengo Ward,C1xuoa1NAMm,Mvita Sub County,wsBsC6gjHvn,Mombasa County
87461806,lp72hq99oou,28969,Palm View Medical Center,5,oLZDP6nDlYc,Tudor Ward,C1xuoa1NAMm,Mvita Sub County,wsBsC6gjHvn,Mombasa County
87461811,OYnhHX7oWRT,28971,Munga Dispensary,5,yQ9Js5EZ61q,Chogoria Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
91746552,y0F2uPocxAx,32043,Equity Afia Banana,5,eCWu3IedbJm,Karuri Ward,oMaQgNIs85x,Kiambaa Sub County,qKzosKQPl6G,Kiambu County
91746975,FqHv4xy93xo,32045,Ozarks medical centre limited,5,Dg8SGNnGQny,Sosian Ward,RJyUfi5BQUm,Laikipia North Sub County,xuFdFy6t9AH,Laikipia County
10776595,W4QoHa3rfZk,23458,Kolani Dispensary,5,CenIfdVZZdC,Namwela Ward,whWfFA9D7td,Sirisia Sub County,KGHhQ5GLd4k,Bungoma County
74234251,BVtC09qNXSd,24146,Elbur Jordan Health Clinic,5,X5bxxQN8nP5,Elburgon Ward,RJ4LGJiSHFg,Molo Sub County,ob6SxuRcqU4,Nakuru County
74234398,nw2czLwAtH9,23535,Family Focus Medical Clinic,5,X5bxxQN8nP5,Elburgon Ward,RJ4LGJiSHFg,Molo Sub County,ob6SxuRcqU4,Nakuru County
88085612,C5R3MsbMP9o,29562,Kasarani Dispensary,5,X5bxxQN8nP5,Elburgon Ward,RJ4LGJiSHFg,Molo Sub County,ob6SxuRcqU4,Nakuru County
68020876,GC6tF7E3h7m,24513,Satewa Dispensary,5,X5bxxQN8nP5,Elburgon Ward,RJ4LGJiSHFg,Molo Sub County,ob6SxuRcqU4,Nakuru County
48556656,eupj9M2IEti,22773,Hertlands Medical Center,5,MAdyJPs0RUr,Narok Town Ward,zGJ7QQlAMYD,Narok Central Sub County,kqJ83J2D72s,Narok County
91788985,kHsmarlpRLx,31980,Koluoch Health Centre,5,F1etBBfosCl,Ahero Ward,iRK9uABUTVZ,Nyando Sub County,tAbBVBbueqD,Kisumu County
83497664,R9Di13DMuF8,26863,Maraba Mosobeti  Medical Centre (Kenyenya),5,DHNNNbrtKX9,Magenche Ward,ntRK47D5dYL,Bomachoge Borabu Sub County,sPkRcDvhGWA,Kisii County
79033024,KKh5A5352hH,26063,Health post L6,5,h3PzTDd9I27,Hagadera Ward,wYTqff68aVM,Dadaab Refugee Camp Sub County,uyOrcHZBpW0,Garissa County
89286270,mNY5UbCiGvf,30634,Majengo Mapya Shiloam Hospital Limited,5,Z6pxPuARGdF,Mtepeni Ward,xWAZBULwGxp,Kilifi South Sub County,nrI2khZx3d0,Kilifi County
38230,j7SMeC3Y1bU,15635,St Clare Health Centre,5,X5bxxQN8nP5,Elburgon Ward,RJ4LGJiSHFg,Molo Sub County,ob6SxuRcqU4,Nakuru County
89280340,LyXmd00q1s7,30615,The Gituamba Medical Clinic,5,vR89p0TyICU,Gituamba Ward,HEsM6W2ImQR,Gatundu North Sub County,qKzosKQPl6G,Kiambu County
89280381,GqTiLvgRwfj,30616,Artic Hospital Limited,5,ZvkGsTVOoog,Shanzu Ward,C1hO6wNOgrH,Kisauni Sub County,wsBsC6gjHvn,Mombasa County
91834159,GfTMzT0bVkU,31609,Quintas Medical Centre Limited,5,rWETDR5My3k,Bogusero Ward,gPR82w2xgJZ,Kitutu Chache South Sub County,sPkRcDvhGWA,Kisii County
89281899,VXB1OhGKsDR,30619,Dandelion Medical Center Kilimanjaro,5,u3IXGUmWgZ2,Entonet/Lenkism Ward,eyADpAXM834,Loitokitok Sub County,Hsk1YV8kHkT,Kajiado County
89285089,TkV7p3AdQ7q,30631,Kaani Community Medical Clinic,5,uRN4WDLAPSP,Lower Kaewa/Kaani Ward,iCey76HYgLP,Kathiani Sub County,yhCUgGcCcOo,Machakos County
89285061,TSTyGnr9MdA,30628,Kurafa medical centre,5,tp0mFiSv7ar,Ngecha Tigoni Ward,xhVi71INcFs,Limuru Sub County,qKzosKQPl6G,Kiambu County
89285077,M5qf3Z9wnnR,30630,Kirai St. Ann Medical Clinic,5,C5gJnXO6h1Y,Mang'u Ward,HEsM6W2ImQR,Gatundu North Sub County,qKzosKQPl6G,Kiambu County
89280590,RKRYwP3XZle,30618,OAK Springs Healthcare Medical Centre,5,KoIp1GKz0UI,Mwiki Ward,TPRNJqSm4lK,Ruiru Sub County,qKzosKQPl6G,Kiambu County
79395481,r0megPQU5fQ,26155,Mwangi Michuki,5,X5bxxQN8nP5,Elburgon Ward,RJ4LGJiSHFg,Molo Sub County,ob6SxuRcqU4,Nakuru County
87658521,VSkZ0mktHdo,29229,Kapsinendet Dispensary (Molo),5,BbJmtHW0518,Mariashoni Ward,RJ4LGJiSHFg,Molo Sub County,ob6SxuRcqU4,Nakuru County
91841983,nB9aD36M4Uk,30528,Beth Medical Services,5,oAXSVQp3K0O,Nyacheki Ward,cooDDG3Lh3A,Bobasi Sub County,sPkRcDvhGWA,Kisii County
91887467,fiKRssNFxEY,32055,Thuita Dispensary,5,NJeG4zy8zci,Kamacharia Ward,u7Gkh63FYe4,Mathioya Sub County,ahwTMNAJvrL,Muranga County
91887900,qfz43AcJ4AV,32059,Soit Naibor Dispensary,5,x8gYdLEuy5Y,El-barta Ward,E2DGjZRlwbY,Samburu North Sub County,o36zCRjSd4G,Samburu County
80911307,RMbgDUBLgFM,24233,Archers Post Sub-County Hospital,5,l2uOoW4cwIa,Waso Ward,ldZ10N9unC9,Samburu East Sub County,o36zCRjSd4G,Samburu County
91912480,PWDxC3qCuTk,32060,Equity Afia Medical Centre Migori,5,QAxizS8H0d7,Suna Central Ward,nHEr5EciFh0,Suna East Sub County,fVra3Pwta0Q,Migori County
91913190,kYtokpeadr5,32063,Chacawest Health Care Clinic,5,X0dFLUEZDlw,Kalama Ward,pJDgmrxMQTn,Kalama Sub County,yhCUgGcCcOo,Machakos County
91912798,Y5HlFtStBSQ,32062,Alara Dispensary,5,EmSsP2C6A3h,North Sakwa Ward,ka9Uv3Ckcbd,Awendo Sub County,fVra3Pwta0Q,Migori County
91912711,libE59eNBWC,32061,Koduogo Dispensary,5,nLwQA56EFmD,West Sakwa Ward,ka9Uv3Ckcbd,Awendo Sub County,fVra3Pwta0Q,Migori County
91913910,vjcmSYg0B3J,31647,Equity Afia Joska,5,ZlcAxf7QN8c,Muthwani Ward,BxfsSc6Svrc,Athi River Sub County,yhCUgGcCcOo,Machakos County
91914472,K90WUJo3jZQ,31473,Kirimara Opticals LTD - Embu CBD,5,GjGpfHjSGbO,Kirimari Ward,IPOMRXiYjxr,Manyatta Sub County,PFu8alU2KWG,Embu County
87965850,e92Jbl0vhE5,24149,Mogonga Medical and Diagnostic Centre,5,q6eyMKDnFA0,Bombaba Borabu Ward,ntRK47D5dYL,Bomachoge Borabu Sub County,sPkRcDvhGWA,Kisii County
91847893,ZlOLMQcyQYS,32046,Kaonyweni Dispensary Yatta,5,EhkLDtwfJnH,Matuu Ward,CeukNtGhW7J,Yatta Sub County,yhCUgGcCcOo,Machakos County
91882003,xukGflRhupu,32053,Tundani Prime Medical Centre Limited,5,khU4bMjWLt6,Mkomani Ward,nfJoTgKpwCg,Lamu Central Sub County,NjWSbQTwys4,Lamu County
91887416,TJA0GGHROmx,32054,Kimangu Dispensary,5,LELK9LZb2qR,Kithimani Ward,CeukNtGhW7J,Yatta Sub County,yhCUgGcCcOo,Machakos County
91917090,ZikfOw9CWw6,32066,Ranjira Dispensary,5,jmeydKjWYw7,Central Sakwa Ward,ka9Uv3Ckcbd,Awendo Sub County,fVra3Pwta0Q,Migori County
9845438,aQMd0BEjEoX,20764,Lchakwai Dispensary,5,W4gx1OjSjzp,Baawa Ward,EmQRGVtvWy3,Samburu Central Sub County,o36zCRjSd4G,Samburu County
45441,uAFvoO68slK,12454,Makima Dispensary,5,AoN9iYrVOUP,Makima Ward,rBKASpHJblX,Mwea Sub County,PFu8alU2KWG,Embu County
84168111,oDElgUxeAQs,26997,The Shepherd Hospital Limited,5,MAdyJPs0RUr,Narok Town Ward,zGJ7QQlAMYD,Narok Central Sub County,kqJ83J2D72s,Narok County
39451,BxIp7V5DU9D,14265,Bondeni Sub County Hospital,5,BA2zKL0pmeI,Biashara Ward,FBJ9Y11esHS,Nakuru East Sub County,ob6SxuRcqU4,Nakuru County
89280383,l9SFpHHKjGA,30617,Artic Hospital Limited,5,ZvkGsTVOoog,Shanzu Ward,C1hO6wNOgrH,Kisauni Sub County,wsBsC6gjHvn,Mombasa County
89281927,JzdYzPFGwJv,30620,The Criterion Hospital Limited,5,RZsWJRZ4mIG,Ongata Rongai Ward,BLz1HkvvMkA,Kajiado North Sub County,Hsk1YV8kHkT,Kajiado County
89286286,Rev1vEoXgyU,30635,Equity Afya Chokaa,5,GwVllI2Zdfe,Mihango Ward,gD4xxgDGJ4Y,Embakasi East Sub County,jkG3zaihdSs,Nairobi County
44924,h1pTdChUk1h,16087,Obekai Health Centre,5,VAOZFeKsbAT,Amukura Central Ward,iyOe3zltlp6,Teso Central Sub County,Tvf1zgVZ0K4,Busia County
91913266,r2VkhcQUYEc,32064,Makakoi Dispensary,5,X0dFLUEZDlw,Kalama Ward,pJDgmrxMQTn,Kalama Sub County,yhCUgGcCcOo,Machakos County
91913818,GrTcPC982wP,31991,Jaystel Medical Centre(Kirinyaga),5,K3uHCihezz7,Mutithi Ward,f6EOn3xI9YH,Kirinyaga North/Mwea West Sub County,Ulj33KBau7V,Kirinyaga County
10334802,ZmyjulYMKYO,20717,Lkiloriti Dispensary,5,PRuQd7VjO3x,Lodokejek Ward,EmQRGVtvWy3,Samburu Central Sub County,o36zCRjSd4G,Samburu County
68231632,IMdwv5wuaIs,24079,Chest & Skin Clinic Ishiara,5,LlyKi6c8KbT,Evurore Ward,eYBXetGx8xF,Mbeere North Sub County,PFu8alU2KWG,Embu County
39494,ouDnAmpZlDU,15287,Nakuru Nursing Home,5,BA2zKL0pmeI,Biashara Ward,FBJ9Y11esHS,Nakuru East Sub County,ob6SxuRcqU4,Nakuru County
24786,nbOitoazhsA,23318,Sombo (KAG ) Dispensary,5,tc9MpZMV6yJ,Sala Ward,yWPcTwGwQ2B,Bura Sub County,JsH2bnvNt2d,Tana River County
86177952,eNk2Eu2v03i,27635,Hadama Dispensary,5,yTb02ghmk0V,Madogo Ward,yWPcTwGwQ2B,Bura Sub County,JsH2bnvNt2d,Tana River County
91981412,A9eeOKWeXOe,32071,Joysha Maternity and Nursing Home,5,odXKgaPu8B0,Bogichora Ward,cxjRPbvhjzr,Nyamira Sub County,uepLTG8wGWJ,Nyamira County
79235010,Lf4VypZwTjr,26124,Bangal Nursing Home Limited,5,SCxU4funihr,Bangale Ward,yWPcTwGwQ2B,Bura Sub County,JsH2bnvNt2d,Tana River County
23985,a9OHUtkxjO8,11368,Eshu Dispensary,5,VGENlt3MTt7,Ramisi Ward,ADMywdLwoRX,Msambweni Sub County,N7YETT3A9r1,Kwale County
23987,TfsKMWO3CEU,16546,Gombato Dispensary (CDF),5,ByAmsolBen5,Gambato Bongwe Ward,ADMywdLwoRX,Msambweni Sub County,N7YETT3A9r1,Kwale County
23989,S6X2QNJUj2g,11476,Kilimangodo Dispensary,5,PBhYjIVYdhk,Mwereni Ward,TdcYaufNV4p,Lunga Lunga Sub County,N7YETT3A9r1,Kwale County
23991,mz64odxfFPq,11526,Lungalunga Sub County Hospital,5,HEKTLM0EwH0,Vanga Ward,TdcYaufNV4p,Lunga Lunga Sub County,N7YETT3A9r1,Kwale County
91998429,ph1alXBSYEN,32072,Kioru Dispensary,5,kxIw7ZzqXPq,Wiga Ward,VtuwXD7O1O9,Suna West Sub County,fVra3Pwta0Q,Migori County
91998661,tDI5TzEv1pY,32073,Nyalganda Dispensary,5,kxIw7ZzqXPq,Wiga Ward,VtuwXD7O1O9,Suna West Sub County,fVra3Pwta0Q,Migori County
92000567,G9MaNlxDvi6,32074,Njiri Dispensary,5,M8rGveWTIMm,Central Kamagambo Ward,fT37q3rXQ35,Rongo Sub County,fVra3Pwta0Q,Migori County
251614,gTF9GTKAEKG,20087,Yunasi Medical Centre,5,CMHN2XMxdY9,Kiambere Ward,AvnM6jKoocs,Mbeere South Sub County,PFu8alU2KWG,Embu County
92021686,bweeTvIrwIB,30882,Divine Mercy Medical Centre,5,COrVDPRzUZp,Kinanie Ward,BxfsSc6Svrc,Athi River Sub County,yhCUgGcCcOo,Machakos County
92027696,fze2T8Mb6bA,32076,Koyar Dispensary,5,DABObbHgPMX,South Kamagambo Ward,fT37q3rXQ35,Rongo Sub County,fVra3Pwta0Q,Migori County
92038240,cia4uEEEmVo,32077,Pesmed HealthCare LTD,5,ZlcAxf7QN8c,Muthwani Ward,BxfsSc6Svrc,Athi River Sub County,yhCUgGcCcOo,Machakos County
92048820,Rlz1K4Ga7qo,32078,Eldoret Polytechnic Health Centre,5,ydfRAgF1oDr,Racecourse Ward,dKHnvt7gleN,Kesses Sub County,pZqQRRW7PHP,Uasin Gishu County
92048867,BuRpJ04Iz34,32080,Soleria Medical Clinic,5,s38X4K1qhST,Makutano Ward,f18kGo9yXWo,Cherangany Sub County,mThvosEflAU,Trans Nzoia County
89281943,pINd8yGXpAe,30622,Fremo Medical Centre LTD(Kabiria),5,pUKcRGZTyGW,Waithaka Ward,sqNWYDHZZ6W,Dagoretti South Sub County,jkG3zaihdSs,Nairobi County
23992,RYumT9hJ8Ss,11536,Mafisini Dispensary,5,VGENlt3MTt7,Ramisi Ward,ADMywdLwoRX,Msambweni Sub County,N7YETT3A9r1,Kwale County
91913290,vvhPIvRD7w0,32065,Makakoi Dispensary,5,X0dFLUEZDlw,Kalama Ward,pJDgmrxMQTn,Kalama Sub County,yhCUgGcCcOo,Machakos County
91913504,AAfUrOCv3Ut,24800,Bliss Health Care,5,E731mef9qpf,Kitutu Central Ward,gPR82w2xgJZ,Kitutu Chache South Sub County,sPkRcDvhGWA,Kisii County
92021716,lG5dOS86ydb,30883,Kwamangeli Athiriver Community Health Care,5,CYAMnUYLITU,Athi River Ward,BxfsSc6Svrc,Athi River Sub County,yhCUgGcCcOo,Machakos County
23996,gwB2ZiLFNyy,11593,Mbuwani Dispensary,5,ByAmsolBen5,Gambato Bongwe Ward,ADMywdLwoRX,Msambweni Sub County,N7YETT3A9r1,Kwale County
23998,nKsYZHJP9tb,11633,Mkwiro Dispensary,5,oJkRlx56eac,Pongwe/Kikokeni Ward,TdcYaufNV4p,Lunga Lunga Sub County,N7YETT3A9r1,Kwale County
23999,xmDX1o9oBG3,11651,Mrima (Catholic) Dispensary,5,lijbuerznbA,Dzombo Ward,TdcYaufNV4p,Lunga Lunga Sub County,N7YETT3A9r1,Kwale County
24000,nUFNIok7EwF,11655,Msambweni County Referral Hospital,5,VGENlt3MTt7,Ramisi Ward,ADMywdLwoRX,Msambweni Sub County,N7YETT3A9r1,Kwale County
87513796,MSPtdMAoltl,29039,RFH Healthcare Ruiru,5,B1GDVDYIGwK,Gatongora Ward,TPRNJqSm4lK,Ruiru Sub County,qKzosKQPl6G,Kiambu County
87514359,JRkyDJ4h0F4,29040,Hicure Medical Clinic,5,B1GDVDYIGwK,Gatongora Ward,TPRNJqSm4lK,Ruiru Sub County,qKzosKQPl6G,Kiambu County
89281945,KlIUb43De6r,30623,Fremo Medical Centre LTD(Kabiria),5,pUKcRGZTyGW,Waithaka Ward,sqNWYDHZZ6W,Dagoretti South Sub County,jkG3zaihdSs,Nairobi County
89287512,TPYofspT6E3,30636,Eastlife Hospital Limited,5,q6eyMKDnFA0,Bombaba Borabu Ward,ntRK47D5dYL,Bomachoge Borabu Sub County,sPkRcDvhGWA,Kisii County
88310255,jSSNGljYmAR,28844,Bendera Dispensary,5,x8gYdLEuy5Y,El-barta Ward,E2DGjZRlwbY,Samburu North Sub County,o36zCRjSd4G,Samburu County
87341619,LgY8TrbifoN,28851,Loodua Dispensary,5,w6u8SoSKkmn,Ndoto Ward,E2DGjZRlwbY,Samburu North Sub County,o36zCRjSd4G,Samburu County
89291143,meNIeT7e5bF,30643,Oyugis Westgate Health Centre,5,xiP5RKdvPTn,South Kasipul Ward,NhsAMiaS0TD,Rachuonyo South Sub County,nK0A12Q7MvS,Homa Bay County
76926666,tLkJI8eWdZu,24979,Kenyatta University Teaching Refferal and Research Hospital,5,ihmR2IRWnpi,Kahawa Ward,j7GpbairCOi,Roysambu Sub County,jkG3zaihdSs,Nairobi County
89289811,Q4ZrFmPCctx,30638,Kanam Medicare Clinic,5,U0eLQb7xmyu,Kanamkemer Ward,zd8rhYqGowE,Turkana Central Sub County,kphDeKClFch,Turkana County
74052657,jjHfXDDJGS7,25071,St. Lucia Medical Centre,5,kQXcKGM8chb,Kolwa East Ward,PRpKwAloU5b,Kisumu East Sub County,tAbBVBbueqD,Kisumu County
92072562,RvTQ86AQ1Nb,28675,Mollem Medical Clinic,5,ml7KNIMIuvz,Kolwa Central Ward,PRpKwAloU5b,Kisumu East Sub County,tAbBVBbueqD,Kisumu County
35740,rDsVgG318og,14897,Kipkelion Sub County Hospital,5,fLlw3oVxfPp,Kipkelion Ward,Taw0Zg7nArd,Kipkelion West Sub County,ihZsJ8alvtb,Kericho County
87692230,yrLGVszgklJ,29257,Kalyet Dispensary,5,fLlw3oVxfPp,Kipkelion Ward,Taw0Zg7nArd,Kipkelion West Sub County,ihZsJ8alvtb,Kericho County
92077326,KoR41oELLWJ,32085,Pro Care  Medical Clinic,5,D8f8vrysA4J,Kimorori/Wempa Ward,l46g2PZUjoh,Muranga South Sub County,ahwTMNAJvrL,Muranga County
92082226,DUUHISCK31s,32087,Mariba Dispensary,5,NGRN2o3qN2r,Macalder/Kanyarwanda Ward,D2lsuEzZAJP,Nyatike Sub County,fVra3Pwta0Q,Migori County
24001,Rqy8p7UOvvx,11676,Muhaka Dispensary,5,pOKIONEzUyF,Kinondo Ward,ADMywdLwoRX,Msambweni Sub County,N7YETT3A9r1,Kwale County
24003,cOgv5EHeFRj,16549,Mwananyamala CDF Dispensary,5,lijbuerznbA,Dzombo Ward,TdcYaufNV4p,Lunga Lunga Sub County,N7YETT3A9r1,Kwale County
50338,ZYwmqGDRgY5,12488,Matuu Level 4 Hospital,5,EhkLDtwfJnH,Matuu Ward,CeukNtGhW7J,Yatta Sub County,yhCUgGcCcOo,Machakos County
81252303,j9EejZqvNZP,25585,Reliable Health Care Services Limited,5,Gy8x7tShO72,Masinga Central Ward,hpcb7MYi6nc,Masinga Sub County,yhCUgGcCcOo,Machakos County
89281954,RCX8SlyrduD,30624,Fremo Medical Centre LTD(Kabiria),5,pUKcRGZTyGW,Waithaka Ward,sqNWYDHZZ6W,Dagoretti South Sub County,jkG3zaihdSs,Nairobi County
27751922,mR4jQEcLFbT,20758,Lorrok Onyikie Dispensary,5,x8gYdLEuy5Y,El-barta Ward,E2DGjZRlwbY,Samburu North Sub County,o36zCRjSd4G,Samburu County
87341614,ULDcxw0PBni,28848,Soit Ng'iro Dispensary,5,w6u8SoSKkmn,Ndoto Ward,E2DGjZRlwbY,Samburu North Sub County,o36zCRjSd4G,Samburu County
89289836,y9VCHxpcb5W,30639,Garakilo Dispensary,5,w7fqbD2ws7l,Gurar Ward,qsjAa8FE8OS,Wajir North Sub County,CeLsrJOH0g9,Wajir County
92077355,pdwvXUAdvGi,32086,Pro Care  Medical Clinic,5,D8f8vrysA4J,Kimorori/Wempa Ward,l46g2PZUjoh,Muranga South Sub County,ahwTMNAJvrL,Muranga County
92082284,CWQsVdCtA30,32088,Tulu Dispensary,5,wQeQqCSAjRy,Got Kachola Ward,D2lsuEzZAJP,Nyatike Sub County,fVra3Pwta0Q,Migori County
87688087,YmtPOC0FreF,29254,Kipsinende Dispensary,5,aNuklGLRul5,Chilchila Ward,Taw0Zg7nArd,Kipkelion West Sub County,ihZsJ8alvtb,Kericho County
8269061,mWe4HgmniJR,20482,Modesty Medical Centre,5,qrCcjRw4mdw,Tebere Ward,jHmpQUlnkQk,Kirinyaga South Sub County,Ulj33KBau7V,Kirinyaga County
92070984,EGTPKmwCjn4,32083,Equity Afia Medical Centre Maralal Branch,5,IEBWo4HwEfq,Maralal Ward,EmQRGVtvWy3,Samburu Central Sub County,o36zCRjSd4G,Samburu County
89281960,GWFf0hfmtgB,30625,Fremo Medical Centre LTD(Kabiria),5,pUKcRGZTyGW,Waithaka Ward,sqNWYDHZZ6W,Dagoretti South Sub County,jkG3zaihdSs,Nairobi County
89289852,UAqfV3gYjL4,30640,Konchore Dispensary,5,cGxvLpMCjj9,Godoma Ward,qsjAa8FE8OS,Wajir North Sub County,CeLsrJOH0g9,Wajir County
89300417,GEgT1u4HRVh,30644,MILSADED DISPENSARY,5,nbDWw7ouQOZ,Korondile Ward,qsjAa8FE8OS,Wajir North Sub County,CeLsrJOH0g9,Wajir County
89302503,sxKXorqxGhW,30646,Level Two Child and Family Wellness Clinic (Kandongu),5,K3uHCihezz7,Mutithi Ward,f6EOn3xI9YH,Kirinyaga North/Mwea West Sub County,Ulj33KBau7V,Kirinyaga County
89305088,jsspOhFjQjr,30652,The Royal London International Ltd-Poly Clinic,5,QhDd2LAuXAF,Parklands/Highridge Ward,f1T0Ltob8VQ,Westlands Sub County,jkG3zaihdSs,Nairobi County
24038,dsPlGUuefIA,11622,Mission K Clinic,5,m7FYoouCqec,Bahari Ward,Lfxw0DfD4jN,Lamu West Sub County,NjWSbQTwys4,Lamu County
89302506,AJ8cH7qnviI,30648,Ewangan Health centre,5,KONREaUfSht,Kenyawa-poka Ward,g6gTzQ5nfYq,Kajiado East Sub County,Hsk1YV8kHkT,Kajiado County
24039,WxvuSwHYkww,11628,Mkokoni Dispensary,5,fmWYhwoFxe8,Kiunga Ward,cwnqFyTJIgX,Lamu East Sub County,NjWSbQTwys4,Lamu County
24041,pL1BIiPLYyS,11639,Moa Dispensary,5,aoySZ1KcDFN,Witu Ward,Lfxw0DfD4jN,Lamu West Sub County,NjWSbQTwys4,Lamu County
24044,fjbix53Ealz,11649,Mpeketoni Sub-County Hospital,5,m7FYoouCqec,Bahari Ward,Lfxw0DfD4jN,Lamu West Sub County,NjWSbQTwys4,Lamu County
89289879,FVVDCmdoxvq,30641,St Absalom Wellness Medical Clinic,5,hMo6PZnvQqb,South East Alego Ward,Cu46otDi1RO,Alego Usonga Sub County,u4t9H8XyU9P,Siaya County
22697,RiVvZ3zf9CG,13385,Kotile Health Centre,5,WRLhcN3G2DL,Masalani Ward,l5E6PiIUs1J,Ijara Sub County,uyOrcHZBpW0,Garissa County
92104479,Ajdqho9X6DF,32090,Afyaline Salgaa Medical Center,5,PUv9Q5hrTYP,Mosop Ward,OK0hW8DFHq3,Rongai Sub County,ob6SxuRcqU4,Nakuru County
92104599,Xe0aKaDmuDx,32092,Ngondu dispensary,5,PUv9Q5hrTYP,Mosop Ward,OK0hW8DFHq3,Rongai Sub County,ob6SxuRcqU4,Nakuru County
92105465,Ba0ypTcO0Ms,32093,Coptic Hospital Salgaa,5,PUv9Q5hrTYP,Mosop Ward,OK0hW8DFHq3,Rongai Sub County,ob6SxuRcqU4,Nakuru County
74692187,hVGnZZzN3Fp,25158,Kirinyaga Treatment Centre,5,K3uHCihezz7,Mutithi Ward,f6EOn3xI9YH,Kirinyaga North/Mwea West Sub County,Ulj33KBau7V,Kirinyaga County
92120917,T0BIYCcsB9Q,32094,Nippon Uzima Afya Medical Centre,5,byxif4bfwvo,Township Ward,SBz4c48i24Y,Kiambu Town Sub County,qKzosKQPl6G,Kiambu County
92121071,E7ixVxhYLuT,32095,Ulutya Dispensary,5,Gy8x7tShO72,Masinga Central Ward,hpcb7MYi6nc,Masinga Sub County,yhCUgGcCcOo,Machakos County
91960104,dkMWcCOqmT0,28389,Eurocity Medical Clinic,5,ml7KNIMIuvz,Kolwa Central Ward,PRpKwAloU5b,Kisumu East Sub County,tAbBVBbueqD,Kisumu County
50770,XFmkizVkihs,12041,Githongo Sub-County Hospital,5,ZVoIw8oAOWZ,Abothuguchi West Ward,OnNcTsJgfvL,Imenti Central Sub County,Y52XNJ50hYb,Meru County
92122825,RatuL8fAsgw,32097,Bonje Dispensary,5,aom47Uzq1RZ,Kasemeni Ward,LOgbecTRkbp,Kinango Sub County,N7YETT3A9r1,Kwale County
87695442,lw3NAzg1Lvd,29260,Mida-Majaoni Dispensary,5,rgdgbj0yHfG,Dabaso Ward,MEkEH8ZmcOU,Kilifi North Sub County,nrI2khZx3d0,Kilifi County
92135813,osQUVElQkc9,31939,Mongare Narok Medical clinic,5,MAdyJPs0RUr,Narok Town Ward,zGJ7QQlAMYD,Narok Central Sub County,kqJ83J2D72s,Narok County
66461934,QHrqjiNpcej,25919,Nchurra Dispensary,5,kBWwkKdW9Rh,Melelo Ward,bnYzgzYe2Z7,Narok South Sub County,kqJ83J2D72s,Narok County
84570893,yrcgpyWtIca,27056,Masaantare Medical & Diagnostic Centre,5,aoZxerJJSBz,Ololulung'a Ward,bnYzgzYe2Z7,Narok South Sub County,kqJ83J2D72s,Narok County
92146676,X0ZvtdAxNvT,32104,Agiso Healthcare,5,pPN9DI12g5m,West Kamagak Ward,NhsAMiaS0TD,Rachuonyo South Sub County,nK0A12Q7MvS,Homa Bay County
92154580,ngLxKc6mtDJ,31458,Mutembei Dispensary,5,mluOaVta06m,Kongoni Ward,wMv0s3U2nnG,Likuyani Sub County,BjC1xL40gHo,Kakamega County
44204,GWVN2FkSrlB,15048,Lodungokwe Health Centre,5,KnKoadZgQjY,Wamba West Ward,ldZ10N9unC9,Samburu East Sub County,o36zCRjSd4G,Samburu County
92160001,qgwT0TbqtM0,32109,Bishara Medical Centre,5,vKo6mot8397,Bura Ward,yWPcTwGwQ2B,Bura Sub County,JsH2bnvNt2d,Tana River County
39318980,ZEnaTQlPYZK,22766,Jimba Dispensary,5,FmnSathgx18,Watamu Ward,MEkEH8ZmcOU,Kilifi North Sub County,nrI2khZx3d0,Kilifi County
68332497,kELHw0BoPXc,24115,Chumani Dispensary,5,XWYco24xiw4,Matsangoni Ward,MEkEH8ZmcOU,Kilifi North Sub County,nrI2khZx3d0,Kilifi County
4883598,BjIkwFVOSU7,20541,Whiterose Medical Centre,5,K3uHCihezz7,Mutithi Ward,f6EOn3xI9YH,Kirinyaga North/Mwea West Sub County,Ulj33KBau7V,Kirinyaga County
92121115,JwoMBSH3vvI,32096,Mercury Medicic,5,ERl76hzXrr7,Kabete Ward,lb5LzWiUX8Y,Kabete Sub County,qKzosKQPl6G,Kiambu County
92162719,FZmSDjUGjT9,32120,Harade Dispensary,5,nbDWw7ouQOZ,Korondile Ward,qsjAa8FE8OS,Wajir North Sub County,CeLsrJOH0g9,Wajir County
70371042,VxUYvgLEtP7,24614,Medlife Health Care,5,BSHD4ORT4xu,Kiine Ward,A34NiI4rgnf,Kirinyaga West Sub County,Ulj33KBau7V,Kirinyaga County
92161966,HhE57sf7QOE,32113,Bula Elmi Dispensary,5,PdtTwk95oki,Khorof/Harar Ward,uov0yFMw9Qm,Wajir East Sub County,CeLsrJOH0g9,Wajir County
